level_0,index,date,source,sentence,topic
2798,2832,2015-09-29,https://www.tribuneindia.com/news/community/60-cotton-crop-lost-punjab-offers-rs-600-cr-relief-package/139217.html,cotton was sown on 11.25 lakh acres in the malwa region this year,agri
2799,2833,2015-09-29,https://www.tribuneindia.com/news/community/60-cotton-crop-lost-punjab-offers-rs-600-cr-relief-package/139217.html,"farmers have ploughed back crop on 11,800 acres because of the pest attack",agri
2800,2834,2015-09-29,https://www.tribuneindia.com/news/community/60-cotton-crop-lost-punjab-offers-rs-600-cr-relief-package/139217.html,"with over 15 farmers in the malwa region having committed suicide following crop failure, the ongoing agitation by cotton growers and the opposition parties taking potshots at the government on the issue, the government is fire fighting on all fronts",agri
2801,2835,2015-09-29,https://www.tribuneindia.com/news/community/60-cotton-crop-lost-punjab-offers-rs-600-cr-relief-package/139217.html,"ush({ });  though girdawri reports for two tehsils—gidderbaha and bathinda—are yet to come, the government has started releasing compensation to farmers to quell the disquiet among those affected",agri
2802,2836,2015-09-29,https://www.tribuneindia.com/news/community/60-cotton-crop-lost-punjab-offers-rs-600-cr-relief-package/139217.html," till today, rs 520 crore (rs 8,000 per acre) had been sanctioned for disbursal among affected farmers",agri
2803,2837,2015-09-29,https://www.tribuneindia.com/news/community/60-cotton-crop-lost-punjab-offers-rs-600-cr-relief-package/139217.html," “we are also giving relief to farmers whose crop loss is between 26 and 33% (rs 2,000 per acre) from the state government’s own funds",agri
2804,2838,2015-09-29,https://www.tribuneindia.com/news/community/60-cotton-crop-lost-punjab-offers-rs-600-cr-relief-package/139217.html,"though the centre gives a compensation of rs 5,400 per acre under the disaster relief fund (for damage between 33-75%), punjab is giving additional rs 2,600 per acre as aid from its own kitty, in case the crop loss is between 76 and 100%",agri
2805,2839,2015-09-29,https://www.tribuneindia.com/news/community/60-cotton-crop-lost-punjab-offers-rs-600-cr-relief-package/139217.html,"this aims at ensuring that farmers who have suffered over 75% loss get rs 8,000 an acre as compensation,” said a senior officer",agri
2806,2840,2015-09-10,https://www.tribuneindia.com/news/community/canal-breach-150-acres-flooded/131108.html,canal breach: 150 acres flooded,agri
2807,2841,2015-09-10,https://www.tribuneindia.com/news/community/canal-breach-150-acres-flooded/131108.html,"bathinda, september 9 over 150 acres were submerged at chukerian village  of mansa district after musa canal breached its banks today",agri
2808,2842,2015-09-10,https://www.tribuneindia.com/news/community/canal-breach-150-acres-flooded/131108.html,"varinder goyal, executive engineer, irrigation, mansa, said, “around 40 acres have been submerged",agri
2809,2843,2015-09-03,https://www.tribuneindia.com/news/community/whitefly-eats-up-40-cotton-crop-in-fazilka/128052.html,whitefly eats up 40% cotton crop in fazilka,agri
2810,2844,2015-09-03,https://www.tribuneindia.com/news/community/whitefly-eats-up-40-cotton-crop-in-fazilka/128052.html,"praful chander nagpalfazilka, september 2  about 40 per cent of the standing cotton crop has been affected by the whitefly attack in fazilka making it one of the worst-hit districts of the state",agri
2811,2845,2015-09-03,https://www.tribuneindia.com/news/community/whitefly-eats-up-40-cotton-crop-in-fazilka/128052.html,"official sources said out of the total 2.5 lakh acres under cotton cultivation, about 99,000 acres have been damaged partially or substantially due to the attack",agri
2812,2846,2015-09-03,https://www.tribuneindia.com/news/community/whitefly-eats-up-40-cotton-crop-in-fazilka/128052.html,  farmers ploughed out the completely damaged standing cotton crop in over 700 acres of land in different villages,agri
2813,2847,2015-09-03,https://www.tribuneindia.com/news/community/whitefly-eats-up-40-cotton-crop-in-fazilka/128052.html,"  deputy commissioner, fazilka, ravinder singh, said revenue officials had conducted a special girdawri of 700 acres of ploughed fields for providing compensation to the affected farmers",agri
2814,2848,2015-09-03,https://www.tribuneindia.com/news/community/whitefly-eats-up-40-cotton-crop-in-fazilka/128052.html,"“in the first phase, the temporary girdawri to assess damage on the standing crop will be conducted from september 7 to 25, followed by the final assessment of loss,” he said",agri
2815,2849,2015-09-03,https://www.tribuneindia.com/news/community/whitefly-eats-up-40-cotton-crop-in-fazilka/128052.html,"  rahuvir singh of mahuana bodla village said, “the standing cotton crop in my entire 3 acres of land has been completely damaged due to the whitefly attack",agri
2816,2850,2015-09-03,https://www.tribuneindia.com/news/community/whitefly-eats-up-40-cotton-crop-in-fazilka/128052.html,"i spent rs 8,000 per acre on seed and pesticides and labour but it could not be saved",agri
2817,2851,2015-09-03,https://www.tribuneindia.com/news/community/whitefly-eats-up-40-cotton-crop-in-fazilka/128052.html,  the cotton crop in the district has suffered 30 to 35 per cent damage due to the whitefly attack,agri
2818,2852,2015-08-12,https://www.tribuneindia.com/news/community/house-gets-flooded-ex-dig-sits-on-dharna/118756.html,he further alleged crops on 5 acres got damaged,agri
2819,2853,2015-08-12,https://www.tribuneindia.com/news/community/bbmb-releases-more-water-villages-flooded/118751.html,"agriculture department block officer avtar singh said crops on 5,000 acres were submerged",agri
2820,2854,2015-08-11,https://www.tribuneindia.com/news/community/fields-in-20-villages-flooded/118314.html,"crops on around 11,000 acres were damaged",agri
2821,2855,2015-08-05,https://www.tribuneindia.com/news/community/rain-fury-12-buildings-collapse/115687.html," sutlej in spate, 200 acres submerged  (adsbygoogle = window",agri
2822,2856,2015-08-05,https://www.tribuneindia.com/news/community/rain-fury-12-buildings-collapse/115687.html,ush({ });fazilka:standing crop on 200 acres was submerged in villages along the sutlej that was in spate in the district,agri
2823,2857,2015-08-05,https://www.tribuneindia.com/news/community/rain-fury-12-buildings-collapse/115687.html,the standing crops of paddy and moong on 160 acres in mohar jamsher village and 60 to 70 acres in border village sadda singh have been flooded,agri
2824,2858,2015-08-03,https://www.tribuneindia.com/news/community/beas-overflows-fields-in-tarn-taran-flooded/114861.html,"tarn taran, august 2  farmers of 10 villages in the mand area near the beas are worried as crops on 10,000 acres have been flooded due to the rising water level in the beas",agri
2825,2859,2015-07-19,https://www.tribuneindia.com/news/punjab/400-houses-flooded-crop-submerged/108481.html,"400 houses flooded, crop submerged",agri
2826,2860,2015-07-19,https://www.tribuneindia.com/news/punjab/400-houses-flooded-crop-submerged/108481.html,"our correspondent tarn taran, july 18  due to faulty drainage system, over 400 houses have been flooded while crops on more than 2,000 acres have been submerged in chabal township, 16 km from here, due to last night’s heavy rain",agri
2827,2861,2015-07-15,https://www.tribuneindia.com/news/community/irrigation-minister-blames-dept-poor-forecast/106823.html," on the jhambo drain that flooded over 2,000 acres of paddy and vegetable fields in patran and nearby areas, the minister said that he would sanction funds for urgent repair work",agri
2828,2862,2015-07-15,https://www.tribuneindia.com/news/community/irrigation-minister-blames-dept-poor-forecast/106823.html," however, when asked why no work was done earlier and affected farmers had alleged that corruption had led to poor cleaning work, the minister replied, “i would look into it and seek a report,” he said",agri
2829,2863,2015-07-14,https://www.tribuneindia.com/news/community/sirhind-choe-overflows-fields-in-100-villages-flooded/106407.html,"tribune news service fatehgarh sahib, july 13  thousands of acres of agricultural land in around 100 villages in the district were submerged as the sirhind choe overflowed in view of the heavy rain in the region",agri
2830,2864,2015-07-14,https://www.tribuneindia.com/news/community/sirhind-choe-overflows-fields-in-100-villages-flooded/106407.html," crops on 2,000 acres damaged  patiala: crops, including paddy and vegetables, on nearly 2,000 acres in various parts of the district were damaged in heavy rain in the last two days",agri
2831,2865,2015-07-14,https://www.tribuneindia.com/news/community/sirhind-choe-overflows-fields-in-100-villages-flooded/106407.html," in patran, hundreds of acres were submerged when the jhambo drain overflowed",agri
2832,2866,2015-07-14,https://www.tribuneindia.com/news/community/sirhind-choe-overflows-fields-in-100-villages-flooded/106407.html,farmers reported losses in nearly 12 villages in samana,agri
2833,2867,2015-07-06,https://www.tribuneindia.com/news/community/breach-in-canal-100-acres-flooded/102942.html,"breach in canal, 100 acres flooded",agri
2834,2868,2015-07-06,https://www.tribuneindia.com/news/community/breach-in-canal-100-acres-flooded/102942.html,nearly 100 acres of agricultural land were inundated,agri
2835,2869,2015-06-23,https://www.tribuneindia.com/news/community/breach-in-canal-100-acres-submerged/97302.html,"breach in canal, 100 acres submerged",agri
2836,2870,2015-06-23,https://www.tribuneindia.com/news/community/breach-in-canal-100-acres-submerged/97302.html,"tribune news service bathinda, june 22  over 100 acres were flooded in gobindpura village here following a breach in the sirhind canal today",agri
2837,2871,2015-06-23,https://www.tribuneindia.com/news/community/breach-in-canal-100-acres-submerged/97302.html,ush({ });  boota singh jathedar of gobindpura village said the crop on 65 acres had been completely damaged,agri
2838,2872,2015-06-23,https://www.tribuneindia.com/news/community/breach-in-canal-100-acres-submerged/97302.html,"on may 11, a breach near bir talab village caused damage to cotton crops",agri
2839,2873,2015-06-23,https://www.tribuneindia.com/news/community/breach-in-canal-100-acres-submerged/97302.html,"on march 9, a breach in the same canal at marhi minor flooded 250 acres in mehraj village of the district.",agri
2840,2874,2015-06-22,https://www.tribuneindia.com/news/punjab/breach-in-sirhind-canal-water-enters-fields-houses/97053.html,"tribune news service bathinda, june 22  over 100 acres of land was submerged at gobindpura village in bathinda following a breach in sirhind canal on monday ",agri
